class,order,family,genus,species,scientificName,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,elevation,eventDate,month,year,speciesKey,recordedBy,geometry,oso_2024,code,label_fr,label_en
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02397,6.58782,250.0,2225.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.58782 45.02397),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2299.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02397,6.58782,250.0,2196.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.58782 45.02397),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2132.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.97899,6.58494,25.0,2280.0,2018-05-23,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.58494 44.97899),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2213.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2180.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2194.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.07097,6.52724,25.0,2108.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52724 45.07097),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2176.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2293.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02397,6.58782,250.0,2268.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.58782 45.02397),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.97899,6.58494,25.0,2180.0,2018-05-23,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.58494 44.97899),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.07097,6.52724,25.0,2087.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52724 45.07097),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.07097,6.52724,25.0,2220.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52724 45.07097),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2216.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02397,6.58782,250.0,2262.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.58782 45.02397),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02397,6.58782,250.0,2236.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.58782 45.02397),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2163.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.97899,6.58494,25.0,2304.0,2018-05-23,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.58494 44.97899),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.97899,6.58494,25.0,2299.0,2018-05-23,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.58494 44.97899),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2080.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2015.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2052.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.93196,6.64538,25.0,2207.0,2018-05-23,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.64538 44.93196),20,20,Surfaces minérales naturelles,Natural mineral surfaces
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2142.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02397,6.58782,250.0,2240.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.58782 45.02397),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2317.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.93402,6.58207,250.0,2200.0,2018-05-23,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.58207 44.93402),16,16,Forêt de feuillus,Hardwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2179.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2339.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.97899,6.58494,25.0,2302.0,2018-05-23,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.58494 44.97899),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02397,6.58782,250.0,2268.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.58782 45.02397),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02397,6.58782,250.0,2289.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.58782 45.02397),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.97899,6.58494,25.0,2276.0,2018-05-23,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.58494 44.97899),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.97899,6.58494,25.0,2252.0,2018-05-23,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.58494 44.97899),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2197.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.93196,6.64538,25.0,2248.0,2018-05-23,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.64538 44.93196),20,20,Surfaces minérales naturelles,Natural mineral surfaces
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.97899,6.58494,25.0,2293.0,2018-05-23,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.58494 44.97899),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.93402,6.58207,250.0,2214.0,2018-05-23,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.58207 44.93402),16,16,Forêt de feuillus,Hardwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2209.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2052.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.93402,6.58207,250.0,2061.0,2018-05-23,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.58207 44.93402),16,16,Forêt de feuillus,Hardwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.93196,6.64538,25.0,2259.0,2018-05-23,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.64538 44.93196),20,20,Surfaces minérales naturelles,Natural mineral surfaces
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2057.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.07097,6.52724,25.0,2226.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52724 45.07097),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02397,6.58782,250.0,2233.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.58782 45.02397),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02397,6.58782,250.0,2167.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.58782 45.02397),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.07097,6.52724,25.0,2183.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52724 45.07097),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2107.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2212.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.93196,6.64538,25.0,2236.0,2018-05-23,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.64538 44.93196),20,20,Surfaces minérales naturelles,Natural mineral surfaces
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02397,6.58782,250.0,2236.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.58782 45.02397),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02397,6.58782,250.0,2239.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.58782 45.02397),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2300.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.07097,6.52724,25.0,2226.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52724 45.07097),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2222.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.97899,6.58494,25.0,2278.0,2018-05-23,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.58494 44.97899),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2184.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2219.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2204.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02397,6.58782,250.0,2225.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.58782 45.02397),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.97899,6.58494,25.0,2282.0,2018-05-23,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.58494 44.97899),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2218.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2271.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.93196,6.64538,25.0,2248.0,2018-05-23,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.64538 44.93196),20,20,Surfaces minérales naturelles,Natural mineral surfaces
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2229.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2308.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2322.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02397,6.58782,250.0,2247.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.58782 45.02397),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02397,6.58782,250.0,2086.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.58782 45.02397),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2220.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2166.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2141.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.07097,6.52724,25.0,2204.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52724 45.07097),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2038.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.07097,6.52724,25.0,2199.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52724 45.07097),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.97899,6.58494,25.0,2288.0,2018-05-23,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.58494 44.97899),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.97899,6.58494,25.0,2181.0,2018-05-23,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.58494 44.97899),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.97899,6.58494,25.0,2285.0,2018-05-23,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.58494 44.97899),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.97899,6.58494,25.0,2293.0,2018-05-23,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.58494 44.97899),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2176.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2163.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02397,6.58782,250.0,2247.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.58782 45.02397),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.07097,6.52724,25.0,2182.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52724 45.07097),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2339.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02397,6.58782,250.0,2225.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.58782 45.02397),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02397,6.58782,250.0,2233.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.58782 45.02397),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2098.0,2018-05-24,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2317.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.97899,6.58494,25.0,2293.0,2018-05-23,5.0,2018,2473682.0,LAVIGNE Tiphaine,POINT (6.58494 44.97899),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02599,6.52441,25.0,2300.0,2017-04-24,4.0,2017,2473682.0,LAVIGNE Tiphaine,POINT (6.52441 45.02599),18,18,Prairies naturelles,Natural grasslands and pastures
